0.35	0.8	0	2	250	60	0.7852842809364549	0.8277756726032587	0.0175	0.0025	0.0
0.35	0.8	0	2	250	180	0.7469879518072289	0.8382631778536215	0.015	0.01	0.0075
0.35	0.8	0	2	300	180	0.7342799188640974	0.8398692810457515	0.02	0.005	0.0075
0.35	0.8	0	2	180	120	0.7582491582491582	0.8549589506464094	0.0275	0.0325	0.03
0.35	0.8	0	2	500	180	0.7386058981233243	0.8631618195376585	0.0225	0.0025	0.0025
0.35	0.8	0	2	250	90	0.747638326585695	0.84071469302414	0.02	0.005	0.0025
0.35	0.8	0	2	300	120	0.7476510067114094	0.8606735213659088	0.0125	0.0025	0.005
0.35	0.8	0	2	180	90	0.7606203641267699	0.8180957789134963	0.015	0.0225	0.02
0.35	0.8	0	2	500	250	0.7458081824279007	0.8427661169415293	0.0275	0.0175	0.02
0.35	0.8	0	2	250	120	0.743046357615894	0.851542717809247	0.0175	0.005	0.005
0.35	0.8	0	2	500	120	0.7441549766199065	0.8224508886810104	0.0175	0.0075	0.0075
0.35	0.8	0	2	300	90	0.7555257870060281	0.834390682700502	0.0175	0.005	0.005
0.35	0.8	0	2	500	90	0.7593582887700535	0.8578208048595293	0.02	0.005	0.0075
0.35	0.8	0	2	500	60	0.7619047619047619	0.8432195308029755	0.0425	0.01	0.005
0.35	0.8	0	2	90	60	0.7501683501683502	0.854884783850695	0.0225	0.0075	0.005
0.35	0.8	0	2	180	60	0.753877275792313	0.8619502868068833	0.015	0.0075	0.0075
0.35	0.8	0	2	300	60	0.7543859649122806	0.8478156505040807	0.0225	0.0075	0.0125
0.35	0.8	0	2	500	300	0.7503355704697986	0.8589887640449438	0.0225	0.01	0.015
0.35	0.8	0	2	120	60	0.7570469798657717	0.8221797323135756	0.025	0.0075	0.0025
0.35	0.8	0	2	120	90	0.7205387205387206	0.8332355816226783	0.035	0.01	0.01
