0.35	0.8	0	2	500	300	0.8571428571428572	0.7973856209150327	0.39622641509433965	0.10576923076923077	webpage, webpage
0.35	0.8	0	2	300	120	0.8351648351648352	0.832214765100671	0.44654088050314467	0.18269230769230768	webpage, webpage
0.35	0.8	0	2	500	120	0.8089887640449438	0.7297297297297296	0.6792452830188679	0.38461538461538464	hybrid, hybrid
0.35	0.8	0	2	250	60	0.8222222222222222	0.6016260162601627	0.4968553459119497	0.23076923076923078	original, original
0.35	0.8	0	2	500	90	0.8444444444444444	0.8055555555555557	0.37735849056603776	0.23076923076923078	original, original
0.35	0.8	0	2	250	180	0.7912087912087912	0.6861313868613139	0.5408805031446541	0.25	hybrid, webpage
0.35	0.8	0	2	500	180	0.8043478260869564	0.6764705882352942	0.33962264150943394	0.23076923076923078	original, original
0.35	0.8	0	2	300	60	0.8222222222222222	0.6717557251908397	0.48427672955974843	0.3557692307692308	original, original
0.35	0.8	0	2	250	120	0.888888888888889	0.7464788732394366	0.4339622641509434	0.18269230769230768	original, original
0.35	0.8	0	2	180	90	0.8131868131868132	0.7916666666666666	0.39622641509433965	0.15384615384615385	webpage, original
0.35	0.8	0	2	500	60	0.8222222222222222	0.7164179104477613	0.49056603773584906	0.3173076923076923	original, original
0.35	0.8	0	2	180	60	0.8222222222222222	0.7536231884057971	0.6037735849056604	0.3269230769230769	hybrid, hybrid
0.35	0.8	0	2	180	120	0.8222222222222222	0.7724137931034482	0.36477987421383645	0.1346153846153846	original, original
0.35	0.8	0	2	300	180	0.898876404494382	0.8181818181818181	0.3018867924528302	0.09615384615384616	original, original
0.35	0.8	0	2	120	60	0.8409090909090908	0.5645161290322581	0.4716981132075472	0.2980769230769231	original, original
0.35	0.8	0	2	300	90	0.8666666666666666	0.75	0.3836477987421384	0.11538461538461539	original, original
0.35	0.8	0	2	500	250	0.8764044943820224	0.6666666666666666	0.4276729559748428	0.22115384615384615	original, original
0.35	0.8	0	2	250	90	0.8571428571428572	0.8758169934640523	0.3584905660377358	0.18269230769230768	original, original
0.35	0.8	0	2	120	90	0.8478260869565216	0.7777777777777778	0.4025157232704403	0.25	original, original
0.35	0.8	0	2	90	60	0.8222222222222222	0.6865671641791044	0.41509433962264153	0.18269230769230768	original, original
